Date,Correlation + Volatility,Volatility Only,Correlation + ED,ED Only,AD Only
2024-10-24,2.39785762954432,2.4958140194982104,3.1279345049938234,3.301592523249308,2.8472029309543068
2024-10-25,1.9853735879513446,2.0494614292479785,2.9108392859229726,3.0542672029825413,2.528940047467154
2024-10-28,2.3333597478922607,2.439679923671356,3.1061058117321627,3.300438329923572,2.78761270341199
2024-10-29,1.5656035818016445,1.636362015360926,2.4925006993627985,2.6560659012110355,2.202217509993165
2024-10-30,1.455580735645201,1.5328889259681233,2.3026103136656983,2.468440053644594,1.9898873306809062
2024-10-31,0.6834842698121291,0.7824879034070698,1.4217102355322364,1.5607337325862503,1.1219150031072767
2024-11-01,0.9725676141995043,1.0535247951357851,1.7146371163216045,1.854741064501253,1.3355086101862534
2024-11-04,0.7362521517687348,0.7389732691288398,1.6880523278503645,1.73763398202047,1.3967496155381065
2024-11-05,1.6984614975016799,1.7245287301429046,2.7787729580941223,2.861403300753995,2.455548837902466
2024-11-06,4.4814572044251655,4.238881505658143,6.470690123739309,6.339766903643551,6.02006232588721
2024-11-07,4.597256120668969,4.427891574115983,6.626903509006099,6.568853721463874,6.079407210275312
2024-11-08,5.247012902937698,5.0732275604804755,7.219764643114668,7.187412383081693,6.486953962906705
2024-11-11,5.367836700249051,5.1700130047231285,7.448697334128451,7.410602331828242,6.508133684788819
2024-11-12,4.882986279252655,4.654613490202308,7.031190120324959,6.96462880136115,6.249738851784592
2024-11-13,5.503230758795796,5.273311097311639,7.705227961317385,7.640696756487708,6.914842645523733
2024-11-14,5.139220662649402,4.751987210674735,7.481993034304946,7.271344217757836,6.8861367378003635
2024-11-15,4.78159513076426,4.364183405016209,6.8861050188046224,6.654299366785166,6.220934046157689
2024-11-18,5.173339678829825,4.732853453639785,7.348053424398571,7.098556643110809,6.564367868510934
2024-11-19,5.209579155193955,4.80241632310392,7.515150924758163,7.316226094518807,6.740039955916277
2024-11-20,5.409012243311961,5.013225024259715,7.6028769182055145,7.387686187202069,6.7586631756154425
2024-11-21,6.1660222229060535,5.8139276313456945,8.215221728215539,8.047019596350435,7.459441394970767
2024-11-22,6.9623416184722675,6.655899223673267,8.848701026500061,8.751014028039062,8.04848122059758
2024-11-25,7.0108103482884765,6.835402107520605,8.276364778754818,8.330563073754993,7.387647157454791
2024-11-26,7.620948992321974,7.411454261480754,8.860289560092728,8.90131205125131,7.961023232676467
2024-11-27,7.502014586782257,7.337506913540071,8.61079345838367,8.680435564663092,7.731353885301817
2024-11-29,7.958798987978177,7.817715084533816,9.234556492968316,9.331042929176059,8.305072268096536
2024-12-02,7.828284837619259,7.669423991327973,9.178846462414892,9.26926758593627,8.151541761873805
2024-12-03,7.523189228243488,7.341164335044015,9.040891587827016,9.111681274285012,8.057409528539793
2024-12-04,6.968118245054167,6.852163149933377,8.582272872998642,8.72918231779547,7.556465847847438
2024-12-05,7.358252403839161,7.162729976772386,9.159031515007499,9.263686456286347,8.157199930417946
2024-12-06,6.9686169784776375,6.782610363910169,8.861746220132716,9.008379049293659,7.773877450459876
2024-12-09,6.694653566532627,6.554786217960662,8.466742161655993,8.643658322119862,7.294458488306588
2024-12-10,6.498114068522165,6.341302610680022,8.07071432684523,8.237460570741263,6.738490188222568
2024-12-11,6.343409784013576,6.060091884761687,8.405438666548148,8.498566085748438,7.08934521122524
2024-12-12,5.970323961176027,5.637795377458277,7.918901143842905,7.987181986790803,6.6587875463615775
2024-12-13,5.752661010169158,5.512945285064075,7.596317951138287,7.744996190273401,6.198701741190971
2024-12-16,5.101494907762594,4.817688340609116,7.0520072438366554,7.20519174526999,5.550522791758006
2024-12-17,5.113146038871297,4.961528830144846,6.883992966623231,7.162769178865558,5.305945311982141
2024-12-18,2.7710638088745743,2.714792721434023,4.147005492978928,4.463837811451832,2.6229524110744418
2024-12-19,2.3883818605231255,2.289474962565685,3.8740136926525226,4.165627913966952,2.4118364003033133
2024-12-20,3.2193842667915806,3.1368950478685154,4.762225728914049,5.07442493072372,3.399811008721776
2024-12-23,3.5321260288767586,3.4437618064985243,5.3167719189953555,5.61912229471937,3.9575882638748894
2024-12-24,4.645539487986539,4.553319791780042,6.520763434368115,6.845634414531165,5.025103596870051
2024-12-26,4.620902886974521,4.521828805456662,6.434011608919854,6.748021623694922,4.964235489778135
2024-12-27,3.8835283595777037,3.793437328853444,5.543521410924401,5.848661981683145,4.1483764942069845
2024-12-30,2.958844882053402,2.854566473301645,4.674740681293321,4.954811258126091,3.3641744794223882
2024-12-31,3.109144674704334,2.9765373651984284,4.773228835400523,5.0029071126764135,3.521886685326714
2025-01-02,2.8517083591093284,2.7004779543192026,4.655494570798946,4.85146763893014,3.5760893125968085
2025-01-03,3.750149018256721,3.5760749791553526,5.915468804640667,6.099357057977062,4.694758832685908
2025-01-06,3.670644821884772,3.5405509671537105,6.115432890497807,6.331570037272716,4.927379871797899
2025-01-07,3.634137695438633,3.5045690212747838,5.756957073903601,5.943815189996582,4.589478773437494
2025-01-08,3.779033208310145,3.6221328348281068,5.792633658138802,5.985512879574206,4.592887361637787
2025-01-10,2.833608275979138,2.747324102435833,4.738180088652277,4.9649110693304355,3.4740238136874657
2025-01-13,3.6152537972796273,3.5068718191617387,5.486508352214736,5.666591082491013,4.0921340161685915
2025-01-14,3.9848235714832647,3.8044361256068138,5.796274258616285,5.9188953503581,4.439179363116463
2025-01-15,5.658207508452917,5.383134641272247,7.967517227145637,8.039777066205644,6.5794980640798695
2025-01-16,5.331742453494592,5.059157792206914,7.506057511170994,7.58183110838313,6.303410009003496
2025-01-17,6.194492462261958,5.830447404293615,8.629056889867236,8.643696147736124,7.40864873185656
2025-01-21,6.50759503445022,6.295273025676185,8.801121964738211,8.95255907480561,7.548698814026045
2025-01-22,6.236716781074136,5.927451456950061,8.786385678251252,8.870510681236542,7.6799692880744175
2025-01-23,6.886991930929565,6.6365033402004725,9.392956686238296,9.520773927504301,8.298910496274381
2025-01-24,6.5474250877266105,6.380476875258934,8.67687330694482,8.888116204505646,7.520754576310051
2025-01-27,7.770810607578849,7.7812663882389055,8.643800157050885,9.00883047015233,7.21333117292331
2025-01-28,7.629492779224756,7.59649688746451,9.09751071975824,9.437667656840354,7.827398954957898
2025-01-29,7.387823577441099,7.342648461888657,8.623858068186951,8.943752628012813,7.341702279148876
2025-01-30,7.760748130100481,7.803407840049248,8.73087041501337,9.132186817027721,7.3035085702394476
2025-01-31,6.582949379622671,6.700420241534211,7.2961767372758946,7.778030539572667,5.757799797162111
2025-02-03,6.169629814957744,6.315132992382644,6.573187792807111,7.058642629539702,5.050818527130763
2025-02-04,7.0515982853166514,7.113385796702554,7.803180319314729,8.195844581129851,6.25506333823862
2025-02-05,7.5383265174225444,7.656594635370473,8.354690883575188,8.797832128954619,7.037683300496278
2025-02-06,7.74916744171994,7.766949549044977,8.715970705694076,9.101034604685744,7.5126610734078225
2025-02-07,6.9508125984232505,6.9430263963143,7.863482652222431,8.214428997434542,6.7722739952438715
2025-02-10,7.553421238852565,7.574678304504356,8.544400356670923,8.894734442707852,7.499612111669651
2025-02-11,8.463299679685177,8.374886652865076,9.15135965191325,9.411992192533859,8.213783316701061
2025-02-12,7.958361501633071,7.918255284628262,8.306150202098884,8.651156668377036,7.296986654868731
2025-02-13,8.918431484780953,8.922331446987597,9.279289250532518,9.681781722954664,8.145820209397314
2025-02-14,8.507605623880066,8.445680346675122,9.285937305276736,9.623617476801162,8.247004730230746
2025-02-18,8.698888242085845,8.512032974319862,9.706227578131443,9.937477648621096,8.824422905856167
2025-02-19,9.308856828671818,9.152458384039974,10.23232419522342,10.471154387426918,9.273149416203609
2025-02-20,8.562394915353222,8.290316904685247,9.753039928640717,9.856620358677093,8.86890352575378
2025-02-21,7.275958907419677,7.010366241240207,7.953430489281699,8.087922595788744,7.173657467177796
2025-02-24,6.895028010055526,6.649210942235273,7.5036379270654985,7.634197976887114,6.780702657369675
2025-02-25,6.816514637188487,6.792403638710698,6.694474451337684,7.0073263002570885,6.005689143818027
2025-02-26,6.114394092826347,6.008968921521807,6.278632194063949,6.523284965642007,5.750804100302442
2025-02-27,5.727366372165266,5.636282799106285,5.44564347901324,5.677004444444167,4.847034244761739
2025-02-28,7.557148492749799,7.434924089554418,7.4906655710674785,7.711774695945772,6.891174781885945
2025-03-03,5.7731514937490624,5.805792912723673,4.734621240608861,5.114409348889337,3.9982828818528215
2025-03-04,3.806569447875341,3.8777608713686407,2.9349343459601496,3.3013843788631814,2.228200350010767
2025-03-05,4.209437575610431,4.338634364348182,3.3045706657242047,3.7530746461846842,2.5833028434904426
2025-03-06,3.5059483773028255,3.6853048929537557,2.2350749185634067,2.6803122813781943,1.4814686242208275
2025-03-07,3.880008818369851,3.9943839641222167,2.711823756398113,3.0896496903127346,1.9556464223494663
2025-03-10,1.9867764881553063,2.0648802687569745,0.6187991717896635,0.8893875364371029,0.0900788208652692
2025-03-11,1.3068407122046377,1.367384140811212,0.17214195720169911,0.4196936655785244,-0.43945004991546854
2025-03-12,0.9957027335140367,0.9395681155623281,0.6186734749207723,0.7669173584065714,-0.016033768311773944
2025-03-13,-0.026131044985977514,-0.07515424410240445,-0.5111956292557451,-0.3787590014202591,-1.1323443758165297
2025-03-14,1.7594927286233686,1.591314459296056,1.7884584568045092,1.8165367998174586,1.2124028467392467
2025-03-17,2.5499745403636753,2.413134185587351,2.3477228631067826,2.393599764890708,1.8540149362032299
2025-03-18,2.1128997905980107,1.9823787221993072,1.7814481967095341,1.8054983114905943,1.353869594907775
2025-03-19,3.0576044722229634,2.83706710088083,2.996598948641327,2.9563266472086402,2.5271321198662156
2025-03-20,3.3168625189816003,3.0837775152410485,3.306096575311801,3.2498227207850228,2.8357274856485093
2025-03-21,3.5533897465348963,3.3411798381805635,3.6276031242501006,3.5912848779845685,3.035437530264984
2025-03-24,4.8666839578433985,4.631901284712092,5.241026249856917,5.226412045267881,4.447780057501749
2025-03-25,4.781730685436081,4.375130837787311,5.460280423611086,5.31159100391092,4.604091355412265
2025-03-26,4.72754960348154,4.305505008671395,4.930038390301461,4.751384656066615,4.08080864861331
2025-03-27,4.64573702683968,4.247585578636781,4.6060845975898435,4.4512797890597255,3.677003464173012
2025-03-28,3.3149968980616284,3.0277064339904403,3.063136137033151,2.96974006441566,2.1678822320434055
2025-03-31,4.445720529481245,4.200539938445935,3.954203568327075,3.888504746183319,3.088235133321282
2025-04-01,4.211761251915647,3.75065265335246,4.179257321037433,3.9724856808281306,3.2997956479175805
2025-04-02,4.7809787897989064,4.380107814341994,4.831951309291149,4.684059634585558,3.8626993348471528
2025-04-03,0.7193463142212586,0.7408391294075889,-0.7028824193554439,-0.5086825545508766,-1.8878874335947704
2025-04-04,-5.143625997827861,-4.912896531843236,-7.030074332463765,-6.663661206690197,-8.17759115527087
2025-04-07,-5.904124148114642,-5.702383838952785,-7.555821039244326,-7.222309490653411,-8.679631122609432
2025-04-08,-7.1172302935965215,-6.869606025822561,-9.100892004673167,-8.740257210033286,-10.254641328773983
2025-04-09,-0.22532180677222735,-0.17869882915891866,-1.0305726316904407,-0.7847900407653929,-2.2807145144270957
2025-04-10,-3.0278845049589997,-2.7258365661585904,-4.882807527643774,-4.39981398567676,-6.208148857102492
2025-04-11,-1.2008172965139008,-0.9373672373512276,-2.9118824603557636,-2.477604038137149,-4.183655706880551
2025-04-14,-0.5159386211638362,-0.22021042048221418,-2.3764299916576026,-1.9044628253834017,-3.583564531524952
2025-04-15,-0.6572093113751953,-0.35921516382552143,-2.4095273780308624,-1.9284661559892502,-3.5851325190323746
2025-04-16,-2.0856136308116224,-1.8204430480023293,-4.059610399909131,-3.647932927120434,-5.256256118048663
2025-04-17,-1.864641336091033,-1.8438731924189877,-3.5189791265118786,-3.2725221946560468,-4.324544427576738
2025-04-21,-3.811892199958744,-3.777567631809131,-5.603193513735749,-5.3522504508410895,-6.273493653965179
2025-04-22,-1.5452941820412014,-1.5807440920573845,-3.1600961154061413,-2.948106299375497,-3.851126271650407
2025-04-23,-0.9239697804577895,-1.0303214407767824,-2.179221645860119,-1.9970145394204053,-2.926842857471934
2025-04-24,0.04343167017066829,-0.12160983051400232,-0.6584912365078299,-0.5275978521625868,-1.3537983784334684
2025-04-25,0.36495450555191766,0.1641504326522325,0.039898267183668956,0.16121532789572512,-0.7747163750624786
2025-04-28,0.5546371582064502,0.3578746623051243,0.16355067497437759,0.2822412651940942,-0.6646544090311846
2025-04-29,0.8408897306330543,0.699030742951745,0.41742471947778803,0.6051502019283506,-0.39415015382329166
2025-04-30,0.5163029660238294,0.5380384993898701,-0.2546309091770227,0.08886988592988754,-1.0026505660964746
2025-05-01,0.8256155826827261,0.6837309914739853,0.6420501393680222,0.8432769150223507,0.07095239272736364
2025-05-02,1.8005905517336718,1.6600572843957773,1.7496637091092726,1.9575680078019575,1.2357672175424828
2025-05-05,0.7595375098520041,0.7126453111350628,0.39330269549182617,0.6916733358316218,-0.13637694263676226
2025-05-06,0.14837647205570015,-0.025846533088991208,-0.10363205507605278,0.07274238490877494,-0.5924048181098263
2025-05-07,0.5304732717600569,0.3659577647295631,0.31096893890742994,0.4970678469550016,-0.1680606377541416
2025-05-08,0.9826640393882258,0.7170828393380235,1.1496583363880264,1.2588407387419842,0.6958022047248935
2025-05-09,0.9301091684930984,0.5808125353218285,1.3327450718987999,1.3750833174938748,0.7952200592338032
2025-05-12,3.5089252518502922,3.04761746356228,4.541471210692727,4.526436503951015,4.003175898620581
2025-05-13,2.8823560542085014,2.0515301889706183,5.011803079036681,4.736903250008417,4.817511265172336
2025-05-14,2.88480186587341,1.9584024792275612,5.257766236839978,4.926728229776778,5.069263386179168
2025-05-15,3.2203459096427967,2.2077049441947327,5.5488976719697325,5.1773080137820005,5.633143924684947
2025-05-16,4.000342601719331,3.1264200059192504,6.068307925110572,5.8142167002678935,5.992784354822556
2025-05-19,4.118744040525413,3.4107908404823473,5.792056419014124,5.668446685634376,5.586011405409663
2025-05-20,3.9548450352458575,3.3627281804599285,5.3981417459093795,5.375562760768804,5.130845610035362
2025-05-21,2.265216044647378,1.64701478314635,3.556427991360822,3.5161235454987283,3.3525031495298396
2025-05-22,1.9695486519216265,1.325239265679956,3.4034587581902587,3.352075971290902,3.1996242288590215
2025-05-23,1.7952965208749339,1.1900979414530388,3.0417455561648987,3.02529777488707,2.8171355459072567
2025-05-27,3.3554544538608733,2.7250669041328335,4.85406734211431,4.848430813926274,4.5877777531758035
2025-05-28,2.655141605385092,2.048721934364428,4.0340771930982955,4.045087434325945,3.7470111793775907
2025-05-29,3.185296426272388,2.561343545155803,4.702258925945513,4.69436020282028,4.4471364700293
2025-05-30,3.308286339235633,2.759035160840506,4.470579390444396,4.521201632819105,4.217265381321189
2025-06-02,3.570012787665311,3.01260919749593,4.884016435529359,4.9077723328691425,4.659858069831069
2025-06-03,3.8667250242510054,3.2429389304473366,5.520377966358869,5.484470755293125,5.401780167143144
2025-06-04,3.2423664714690936,2.6584132291728624,4.759502751427447,4.7691096875625005,4.680777071393583
2025-06-05,2.3574760870575195,1.7496585012786614,3.7589386967366467,3.718852262341432,3.9957908237088002
2025-06-06,3.738086600516821,3.048466274118522,5.341803723343297,5.227971258866804,5.484160596167409
2025-06-09,4.076819116605845,3.4111741323471945,5.824628983987412,5.732147689003786,5.864849396542704
2025-06-10,5.054863832000134,4.336977781718976,7.06393519992401,6.917997660652908,7.0268862013580735
2025-06-11,5.039542478704262,4.268692708639388,7.259036913944827,7.034374307002023,7.252191809231867
2025-06-12,5.5473383996555325,4.803062564550897,7.7870099339320875,7.571069380203177,7.845420722064245
2025-06-13,4.918719577757358,4.114889493846774,7.397931700724025,7.083470083866628,7.388824398213734
2025-06-16,5.206952034354018,4.321499644049687,7.889666679690066,7.531389588639326,7.917482651096286
2025-06-17,4.646435692289197,3.682131284333656,7.511952889407425,7.054485977816216,7.614583645538819
2025-06-18,4.698733484863649,3.710378837768813,7.640564836429431,7.184628907552448,7.768335977580465
2025-06-20,5.029330977743585,3.993658090536778,8.074025727072275,7.578560495101017,8.274717210692927
2025-06-23,5.6335464120367496,4.686867664521999,8.442116826398195,8.084212503479549,8.492280870581048
2025-06-24,5.786425307085752,4.949822102667012,8.37833940894046,8.149242802135692,8.4714917832303
2025-06-25,5.744048222173315,4.871644861887137,8.583531582763793,8.31871065658165,8.881964182717583
2025-06-26,6.421410183653986,5.439896074263517,9.542672905193417,9.17873539035603,9.906639269285101
2025-06-27,6.869473428497663,5.947934081631634,9.831646872244292,9.534491482049855,10.136498070746725
2025-06-30,7.0934084905901695,6.1908707851806355,9.927613650131462,9.660631580788692,10.324450190359435
2025-07-01,8.233912270436083,7.426974770022898,10.681786108334501,10.476318631837511,11.072462268657679
2025-07-02,8.668938977960284,7.712434739602103,11.726496735969816,11.396744646583024,12.229545593589863
2025-07-03,9.311459004623623,8.325069486492897,12.453318890999654,12.103479012931606,12.979711151733397
2025-07-07,8.361689541503491,7.417075702048037,11.314002267004032,10.986399764453282,11.950877490476675
2025-07-08,8.218735644562635,7.248638655969075,11.578110658584674,11.168624296989837,12.21796924503944
2025-07-09,8.120625742451292,7.150579678163815,11.609203977433257,11.205059934575168,12.313676003235251
2025-07-10,8.752274721694619,7.712617112501818,12.432675821935746,11.98232394826022,13.115146374844166
2025-07-11,8.717575947207479,7.652572071946939,12.494619573669663,12.012527463416479,13.094397328963048
2025-07-14,8.211121966059443,7.201114499283645,11.951539703695069,11.52536167036482,12.527057877559344
2025-07-15,7.25927755321214,6.154879010522607,11.212157966056434,10.701697373342189,11.883260144208396
2025-07-16,7.696856404070207,6.7228051081591245,11.401724682043813,10.98957671746177,11.993851401164646
2025-07-17,8.276398745728276,7.186188257204429,12.037124916164089,11.550044736362764,12.71096233669271
2025-07-18,7.970534403370744,6.920868562520166,11.609128508890155,11.193983486045944,12.214723380752467
2025-07-21,8.116813778503595,7.0740199489112365,11.673866419694656,11.270225398217715,12.244079273015096
2025-07-22,8.797453151180346,7.871827297660183,12.15215420294471,11.842116368968725,12.677143171612082
2025-07-23,9.787258487321626,8.841254161310431,13.378587111660867,13.036107669076614,13.969156530770977
2025-07-24,9.795554761678439,8.751508507478988,13.547945175385712,13.106488149185026,14.435557502439323
2025-07-25,9.981720259514336,8.947882354916349,13.757543379056546,13.341967931310528,14.580682435717506
2025-07-28,9.954973325151052,8.845003159276521,14.131420599362032,13.630240710905305,14.922272117940416
2025-07-29,9.860061486166583,8.661194595253807,14.14885905107337,13.570204859274671,15.128711623022962
2025-07-30,9.14915917586221,7.964788022423885,13.525488963013043,12.945891773090757,14.490693772717389
2025-07-31,8.044729008794294,6.761307940758621,12.686179595662562,12.014764556475722,13.826684717551041
2025-08-01,6.704831153270829,5.579076462426191,10.832824018032937,10.307176597621837,12.096136902717447
2025-08-04,7.530928818834437,6.47567768029611,11.682914437597237,11.232975703275084,13.036155288574491
2025-08-05,7.840490782251153,6.949041199130157,11.779017709599637,11.471174228251503,13.01060596813095
2025-08-06,8.566420218843461,7.615090947861414,12.501889341623706,12.176616465549571,13.635993610181885
2025-08-07,8.718469481132063,7.795927067974739,12.544066599273318,12.259791001594088,13.638750646646592
2025-08-08,9.816372904481629,8.900759191752861,13.740906683954313,13.459669889536485,14.798516414886208
2025-08-11,9.876575254599773,8.995827606921903,13.663877164902072,13.42763909051139,14.633383503274189
2025-08-12,10.945400265755056,10.03303240815725,14.857448842791321,14.606213706903182,15.871962988786436
2025-08-13,11.478313101682037,10.625730993834214,15.337385822736294,15.1252449571327,16.268222618209617
2025-08-14,11.364566024228996,10.493795931419614,15.327304344052761,15.0911546074179,16.24497235547566
2025-08-15,11.76110695243542,11.065558652117824,15.23062864407696,15.108749781245967,15.863930653215853
2025-08-18,11.85764431205245,11.17533586003745,15.35751259905247,15.24477524633534,15.926592834751885
2025-08-19,11.96047090994341,11.349579901167118,15.067248907324204,15.027357569231924,15.638261364483984
2025-08-20,12.05516813304559,11.420473723965774,15.135191043577967,15.057539073671911,15.786805300494834
2025-08-21,11.769973406512225,11.082757652777019,14.909836117930686,14.776303340918195,15.56135591929153
2025-08-22,13.29930608730674,12.530644546513914,16.88334182382336,16.696057333812785,17.47581938493097
2025-08-25,12.726195230299897,11.868142797611991,16.661864736384047,16.371597200373287,17.245623439312794
2025-08-26,12.801277587786174,11.889201475435529,16.84318465274879,16.526433797390496,17.441012566154267
2025-08-27,13.331975271716479,12.394460737166524,17.42785492755381,17.07984489938783,18.046007627814966
2025-08-28,13.241578481070015,12.222022699316138,17.48161072742358,17.054567725450752,18.126891866808403
2025-08-29,13.592288866810541,12.622891401464397,17.470045890629372,17.069755990049586,18.097569029795025
2025-09-02,13.378748332229605,12.464463418947226,17.059528760131414,16.69314681352121,17.68086719172377
2025-09-03,13.085192091180797,12.271880931546653,16.45700854827352,16.222238194265913,16.996223300637038
2025-09-04,13.984039130705828,13.149801475738654,17.510923449998252,17.263696904120216,18.020865105131033
2025-09-05,13.01018848764135,12.398874845128184,16.038111990291725,16.014665856872746,16.315783492469738
2025-09-08,12.969939803484042,12.39605420213028,16.001095826058243,15.998637389576121,16.25792520872331
2025-09-09,14.029408325674652,13.489097400772266,16.996747077033113,17.01490253357738,17.13277119296539
2025-09-10,13.974303967227165,13.308552944898388,17.450121530449515,17.32802141530798,17.75480022607272
2025-09-11,15.145312342968165,14.585067128070905,18.533161254458875,18.52413780926092,18.713050353957385
2025-09-12,15.061601385971478,14.434717914532769,18.640059851522395,18.58529791968717,18.668058671675315
2025-09-15,15.33386816936435,14.68251386441526,19.09330358234307,19.02992389417364,19.06344424196209
2025-09-16,15.633157679943444,14.859173100215873,19.617962271476586,19.44368896025688,19.53335815493915
2025-09-17,16.176893826564243,15.396784846274914,19.92324631964828,19.758074189616835,19.783147998130744
2025-09-18,15.671473768161114,14.857660628687297,19.714091330305862,19.531892113035543,19.749976104514054
2025-09-19,15.761135148999283,14.957606386658394,19.78309017864359,19.62368641755221,19.76568235511813
2025-09-22,15.69697270903978,14.901360369092775,19.972918080545753,19.821242940059648,19.971778100465087
2025-09-23,15.822967859603487,15.050725640577234,19.925480263771945,19.757275366844773,19.934990157055445
2025-09-24,16.029744983670756,15.240594468673763,20.25119618899025,20.050203501568966,20.1311705245244
2025-09-25,15.957084998791892,15.077504323372114,20.305126423895125,19.999855970204237,20.359991448867266
2025-09-26,16.59015798408896,15.698004221007512,21.18097043252327,20.85445287725478,21.197797600016123
2025-09-29,16.431994369236193,15.636389647727933,20.788393256594983,20.575822008182666,20.760452547226937
2025-09-30,16.60765553871841,16.044420449149357,20.799005246257906,20.794983906654064,20.809458435032745
2025-10-01,16.64624762912934,16.239800277544457,20.814411633868946,20.947634583603048,20.71330540480414
2025-10-02,16.005378371425884,15.664142608951327,20.018917147555058,20.196485189374826,19.95577160365578
2025-10-03,16.683096293297382,16.37001482195961,20.630688663536834,20.811462410859804,20.610100607758184
2025-10-06,16.67075481536797,16.2446487019694,20.93208939404374,21.001670552490225,20.803174088507625
2025-10-07,16.79141826952426,16.3668670749368,20.799933101806346,20.86074611323574,20.69731976441702
2025-10-08,16.3355742007639,15.930565988976841,20.428237283928063,20.490889844798854,20.20724757292134
2025-10-09,15.89884551156473,15.4730276854667,19.928165882063077,19.981020788844184,19.699641875133246
2025-10-10,13.781948317263272,13.44581700470484,17.12654641530953,17.266661184630138,16.960037338062506
2025-10-13,14.870900922931263,14.464580295720687,18.652214217483753,18.73574292130482,18.432893689174268
